2025-09-01 11:56:05.681 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.dau_mau
2025-09-01 11:56:24.755 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [reliability.refresh_timeliness] gaps=['Overall dashboard coverage unknown → report total dashboards and their SLA compliance → achieve ≥95% of all dashboards within SLA (unlocks band 5).']
2025-09-01 11:56:24.755 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.cross_links
2025-09-01 11:56:24.781 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:27.677 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2895.77 ms)
2025-09-01 11:56:27.677 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.cross_links (2922.46 ms)
2025-09-01 11:56:27.677 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [features.cross_links] band=2 | rationale=Only 2 dashboards exist, with 1 linked and very low usage overall. The lack of links in the second dashboard significantly limits the overall effectiveness.
2025-09-01 11:56:27.678 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [features.cross_links] flags=['low_link_count', 'low_usage']
2025-09-01 11:56:27.678 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [features.cross_links] gaps=['Link presence insufficient → increase links in all dashboards → achieve ≥15% dashboards with links (unlocks band 3).']
2025-09-01 11:56:27.678 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.coverage
2025-09-01 11:56:27.727 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:31.186 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3459.23 ms)
2025-09-01 11:56:31.187 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.coverage (3508.86 ms)
2025-09-01 11:56:31.187 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [governance.coverage] band=2 | rationale=Only one dashboard is certified and owned, while the other lacks both certification and metadata, indicating significant governance issues.
2025-09-01 11:56:31.187 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [governance.coverage] flags=['certification_gaps', 'owner_gaps', 'metadata_gaps']
2025-09-01 11:56:31.187 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [governance.coverage] gaps=['Certification and ownership missing for one dashboard → establish ownership and certification for all dashboards → achieve ≥85% certified/owned (unlocks band 4).', 'Metadata incomplete → enforce template (description, owner, SLA, lineage) → reach ≥85% full profiles (unlocks band 4).']
2025-09-01 11:56:31.187 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.data.source_diversity
2025-09-01 11:56:31.216 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:33.787 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2571.11 ms)
2025-09-01 11:56:33.788 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.data.source_diversity (2600.24 ms)
2025-09-01 11:56:33.788 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [data.source_diversity] band=3 | rationale=Three distinct sources indicate a fair level of diversity; however, the lack of clarity on domain coverage presents a risk to the overall assessment.
2025-09-01 11:56:33.788 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [data.source_diversity] flags=['domain_mix_unknown']
2025-09-01 11:56:33.788 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [data.source_diversity] gaps=['Domain mix unknown → tag each source to domain (e.g., ERP/CRM) → show ≥3 domains represented (unlocks band 4).']
2025-09-01 11:56:33.788 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.democratization.self_service
2025-09-01 11:56:33.850 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:35.974 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2123.98 ms)
2025-09-01 11:56:35.975 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.democratization.self_service (2186.68 ms)
2025-09-01 11:56:35.975 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [democratization.self_service] band=2 | rationale=With only 50% of users being creators, the metric falls short of the target; the lack of department coverage data is a significant limiting factor.
2025-09-01 11:56:35.975 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [democratization.self_service] flags=['coverage_unknown']
2025-09-01 11:56:35.975 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [democratization.self_service] gaps=['Department coverage unknown → report creators by department and coverage % → reach ≥60% dept coverage (unlocks band 4).']
2025-09-01 11:56:35.975 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.decision.traceability
2025-09-01 11:56:36.008 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:38.242 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2234.39 ms)
2025-09-01 11:56:38.242 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.decision.traceability (2267.11 ms)
2025-09-01 11:56:38.243 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [decision.traceability] band=2 | rationale=Only one decision is linked to a dashboard with evidence, indicating a significant gap in decision traceability. The lack of consistent evidence and links to dashboards presents material risks.
2025-09-01 11:56:38.243 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [decision.traceability] gaps=['Coverage unclear → compute exact % decisions linked with evidence in last 30–60d → achieve ≥15% recent linked decisions (unlocks band 3).']
2025-09-01 11:56:38.243 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.weekly_active_trend
2025-09-01 11:56:38.288 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:41.305 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3017.10 ms)
2025-09-01 11:56:41.305 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.weekly_active_trend (3062.33 ms)
2025-09-01 11:56:41.306 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [usage.weekly_active_trend] band=2 | rationale=The data shows a limited number of distinct users engaging over the last four weeks, indicating a sustained decline in activity. The lack of consistent weekly engagement is a significant limiting factor.
2025-09-01 11:56:41.306 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [usage.weekly_active_trend] gaps=['Sustained decline indicated by low user engagement → increase user activity and engagement strategies → achieve at least 5 distinct users per week (unlocks band 3).']
2025-09-01 11:56:41.306 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.retention_4w
2025-09-01 11:56:41.354 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:43.655 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2300.84 ms)
2025-09-01 11:56:43.655 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.retention_4w (2349.02 ms)
2025-09-01 11:56:43.655 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [usage.retention_4w] band=2 | rationale=Only 2 out of 4 distinct users returned, indicating a retention rate of 50%, which is below the target threshold. The lack of detailed user engagement data limits understanding of retention drivers.
2025-09-01 11:56:43.655 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [usage.retention_4w] gaps=['User engagement details missing → include user activity breakdown by week and content type → achieve ≥45% retention rate (unlocks band 4).']
2025-09-01 11:56:43.655 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.export_rate
2025-09-01 11:56:43.709 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:46.009 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2299.90 ms)
2025-09-01 11:56:46.009 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.export_rate (2353.93 ms)
2025-09-01 11:56:46.010 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [features.export_rate] band=1 | rationale=There are no export or download actions recorded, indicating a significant failure in usage; without any exports, governance cannot be assessed.
2025-09-01 11:56:46.010 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [features.export_rate] gaps=['No export actions recorded → implement export functionality and track usage → achieve ≥5% export rate (unlocks band 2).']
2025-09-01 11:56:46.010 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.alerts_usage
2025-09-01 11:56:46.035 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:48.893 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2857.89 ms)
2025-09-01 11:56:48.894 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.alerts_usage (2883.63 ms)
2025-09-01 11:56:48.894 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [features.alerts_usage] band=2 | rationale=There is very low evidence of alert or subscription usage, with only view actions recorded and no alerts or subscriptions indicated. The lack of any alert or subscription actions suggests material risks in user engagement.
2025-09-01 11:56:48.894 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [features.alerts_usage] gaps=['No alerts or subscriptions recorded → implement tracking for alert and subscription actions → achieve at least 5 unique alert/subscription actions (unlocks band 3).']
2025-09-01 11:56:48.894 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.sla_breach_streaks
2025-09-01 11:56:48.926 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:51.847 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2921.11 ms)
2025-09-01 11:56:51.847 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.sla_breach_streaks (2952.90 ms)
2025-09-01 11:56:51.847 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [reliability.sla_breach_streaks] band=2 | rationale=The high-priority dashboard has not been refreshed within its daily SLA, indicating a material risk. The presence of a single high-priority dashboard with a significant breach is a critical concern.
2025-09-01 11:56:51.847 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [reliability.sla_breach_streaks] flags=['critical_breach']
2025-09-01 11:56:51.847 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [reliability.sla_breach_streaks] gaps=['High-priority dashboard breach → ensure daily refresh compliance for critical dashboards → achieve 0 breaches for high-priority dashboards (unlocks band 4).']
2025-09-01 11:56:51.848 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.error_rate_queries
2025-09-01 11:56:51.876 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:53.779 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (1903.71 ms)
2025-09-01 11:56:53.780 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.error_rate_queries (1932.12 ms)
2025-09-01 11:56:53.780 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [reliability.error_rate_queries] band=5 | rationale=There are no error actions recorded, indicating a perfect error rate; additionally, there are no high-impact incidents reported. This strong performance supports a top rating.
2025-09-01 11:56:53.780 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.pii_coverage
2025-09-01 11:56:53.817 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:56.664 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2847.25 ms)
2025-09-01 11:56:56.665 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.pii_coverage (2884.31 ms)
2025-09-01 11:56:56.665 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [governance.pii_coverage] band=2 | rationale=There is a lack of PII and access policy metadata on the majority of dashboards, indicating significant gaps in coverage. The absence of these critical labels poses material risks to data governance.
2025-09-01 11:56:56.665 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [governance.pii_coverage] flags=['coverage_inconsistent']
2025-09-01 11:56:56.665 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [governance.pii_coverage] gaps=['Lack of PII and access policy metadata → implement comprehensive labeling and access controls across all dashboards → achieve ≥80% dashboards with PII and access policy metadata (unlocks band 4).']
2025-09-01 11:56:56.665 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.lineage_coverage
2025-09-01 11:56:56.739 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:56:59.299 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2560.60 ms)
2025-09-01 11:56:59.300 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.lineage_coverage (2634.66 ms)
2025-09-01 11:56:59.300 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [governance.lineage_coverage] band=2 | rationale=Only one dashboard is certified, indicating limited trust in the data, while the lack of ownership and metadata for the second dashboard presents significant risks.
2025-09-01 11:56:59.300 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [governance.lineage_coverage] flags=['owner_missing', 'metadata_missing']
2025-09-01 11:56:59.300 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [governance.lineage_coverage] gaps=['Missing ownership and metadata for one dashboard → assign owners and enhance metadata documentation → achieve ≥80% coverage (unlocks band 3).']
2025-09-01 11:56:59.300 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.data.cost_efficiency
2025-09-01 11:56:59.332 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:02.289 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2956.54 ms)
2025-09-01 11:57:02.289 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.data.cost_efficiency (2989.00 ms)
2025-09-01 11:57:02.290 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [data.cost_efficiency] band=3 | rationale=The source catalog shows a good mix of data warehouses, but there are signs of moderate egress and some stale content, leading to mixed signals regarding efficiency.
2025-09-01 11:57:02.290 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [data.cost_efficiency] flags=['egress_present', 'stale_assets_present']
2025-09-01 11:57:02.290 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [data.cost_efficiency] gaps=['Moderate egress and staleness present → quantify export session % and stale share by priority → reduce exports <15% and stale critical assets to 0 (unlocks band 4–5).']
2025-09-01 11:57:02.290 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.democratization.dept_coverage
2025-09-01 11:57:02.319 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:04.952 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2633.31 ms)
2025-09-01 11:57:04.953 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.democratization.dept_coverage (2662.64 ms)
2025-09-01 11:57:04.953 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [democratization.dept_coverage] band=3 | rationale=There are creators in two out of four departments, indicating some level of engagement; however, the overall coverage is below the target range. The lack of detailed department coverage limits the ability to assess the full impact of creators across the organization.
2025-09-01 11:57:04.953 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [democratization.dept_coverage] flags=['creator_counts_unknown']
2025-09-01 11:57:04.953 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [democratization.dept_coverage] gaps=['Department spread unknown → report creators by department and coverage % → reach ≥60% dept coverage (unlocks band 4).']
2025-09-01 11:57:04.960 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.dau_mau
2025-09-01 11:57:05.021 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:08.530 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3508.57 ms)
2025-09-01 11:57:08.531 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.dau_mau (3571.02 ms)
2025-09-01 11:57:08.531 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [usage.dau_mau] band=2 | rationale=The stickiness is likely low due to sparse activity events, indicating a material risk in user engagement. The lack of a clear trend and insufficient events to calculate DAU/MAU reliably further limits the assessment.
2025-09-01 11:57:08.531 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [usage.dau_mau] flags=['sparse_activity']
2025-09-01 11:57:08.531 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [usage.dau_mau] gaps=['Insufficient activity events for reliable DAU/MAU calculation → increase user engagement to gather more events → achieve at least 30 distinct users in the last 30 days (unlocks band 3).']
2025-09-01 11:57:08.532 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.creators_ratio
2025-09-01 11:57:08.561 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:11.773 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3211.16 ms)
2025-09-01 11:57:11.773 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.creators_ratio (3241.42 ms)
2025-09-01 11:57:11.773 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [usage.creators_ratio] band=2 | rationale=The creator share is only 40% among active users, indicating a significant limitation; the lack of department spread data raises concerns about engagement across teams.
2025-09-01 11:57:11.773 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [usage.creators_ratio] gaps=['Department spread unknown → report creators by department and coverage % → reach ≥60% dept coverage (unlocks band 4).']
2025-09-01 11:57:11.774 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.session_depth
2025-09-01 11:57:11.799 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:16.318 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (4519.02 ms)
2025-09-01 11:57:16.319 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.session_depth (4545.30 ms)
2025-09-01 11:57:16.319 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [usage.session_depth] band=3 | rationale=The average session duration of 260 seconds and 4 pages per session are positive indicators; however, the presence of a user with only 140 seconds and 2 pages significantly pulls down the overall performance.
2025-09-01 11:57:16.319 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [usage.session_depth] gaps=['User with low engagement (140s, 2 pages) → increase engagement for low-performing users → achieve ≥250s avg duration and ≥3 pages (unlocks band 4).']
2025-09-01 11:57:16.319 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.drilldown
2025-09-01 11:57:16.384 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:19.510 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3125.96 ms)
2025-09-01 11:57:19.511 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.drilldown (3191.62 ms)
2025-09-01 11:57:19.511 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [usage.drilldown] band=2 | rationale=Only 66.67% of sessions include drill, but the lack of stability data and department spread limits the score significantly.
2025-09-01 11:57:19.511 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [usage.drilldown] flags=['stability_unknown', 'spread_limited']
2025-09-01 11:57:19.511 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [usage.drilldown] gaps=['Stability unverified → include 4-week drilldown time series → demonstrate non-declining trend (supports band 4–5).', 'Spread by department unknown → report drilldown usage by dept/team → show broad spread across ≥3 BUs (unlocks band 4).']
2025-09-01 11:57:19.511 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.refresh_timeliness
2025-09-01 11:57:19.571 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:22.668 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3097.35 ms)
2025-09-01 11:57:22.669 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.refresh_timeliness (3157.34 ms)
2025-09-01 11:57:22.669 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [reliability.refresh_timeliness] band=4 | rationale=67% of dashboards are within SLA with no critical stales; however, the weekly dashboard is stale, which impacts overall performance. The presence of two daily dashboards that are fresh is a strong positive.
2025-09-01 11:57:22.669 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [reliability.refresh_timeliness] gaps=['Weekly dashboard stale → ensure all dashboards refresh on time → achieve 85% within SLA (unlocks band 5).']
2025-09-01 11:57:22.669 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.cross_links
2025-09-01 11:57:22.709 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:25.413 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2704.12 ms)
2025-09-01 11:57:25.414 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.cross_links (2744.44 ms)
2025-09-01 11:57:25.414 | INFO     | bi_tracker_agent.llm_engine:score_metric:789 - [features.cross_links] band=2 | rationale=Only 2 out of 3 dashboards have links, and overall link usage is low, indicating material risks in connectivity and engagement.
2025-09-01 11:57:25.414 | INFO     | bi_tracker_agent.llm_engine:score_metric:791 - [features.cross_links] flags=['low_link_usage', 'limited_distribution']
2025-09-01 11:57:25.414 | INFO     | bi_tracker_agent.llm_engine:score_metric:793 - [features.cross_links] gaps=['Link presence insufficient → increase link enablement across all dashboards → reach ≥15% dashboards with links and improved usage (unlocks band 3).']
2025-09-01 11:57:25.414 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.coverage
2025-09-01 11:57:25.450 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-01 11:57:28.631 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3180.64 ms)
